product_name,product_slug,post_parent,ID,post_status,sku,stock,visibility,stock_status,product_url,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Bezel Set Solitaire Diamond Ring in 18k White Gold",bezel-set-solitaire-diamond-ring-in-18k-white-gold,,28934,publish,R33267KW18DD001,,,instock,,https://eji.com.hk/product/bezel-set-solitaire-diamond-ring-in-18k-white-gold/,,simple,,"Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-8,,28937,publish,RA27935GW18DD002,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-8/,,simple,,"Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring in 18K White Gold",diamond-ring-in-18k-white-gold-9,,28939,publish,RA34947,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-9/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Huggie Diamond Earrings in 18k White Gold",huggie-diamond-earrings-in-18k-white-gold,,28942,publish,EA27935GW18DD001,,,instock,,https://eji.com.hk/product/huggie-diamond-earrings-in-18k-white-gold/,,simple,,"Private Collection > Earrings|Earrings > Hoop Earrings|Private Collection|Earrings",,,,,,,,,,,,,,
"TBR_Cross Twist Diamond Ring in 18k White Gold",,,28972,draft,R35224SVRCZ001,,,instock,,https://eji.com.hk/?post_type=product&p=28972,,simple,,Uncategorized,,,,Optional,,,,,,,,,,
"Faceted 18k white gold ring",,,28974,draft,Z40050KW18XX001,,,instock,,https://eji.com.hk/?post_type=product&p=28974,,simple,,Uncategorized,,,,Optional,,,,,,,,,,
"Swan diamond necklace in two-tone 18k gold",swan-diamond-necklace-in-two-tone-18k-gold,,29002,publish,P28178GC18DD001,,,instock,,https://eji.com.hk/product/swan-diamond-necklace-in-two-tone-18k-gold/,,simple,,"Necklaces & Pendants > Diamond Necklaces","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Swan diamond earrings in two-tone 18k gold",swan-diamond-earrings-in-two-tone-18k-gold,,29004,publish,E28178GC18DD001,,,instock,,https://eji.com.hk/product/swan-diamond-earrings-in-two-tone-18k-gold/,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings","Swan Lake",,,,,,,,,,,,,
"Swan diamond mother of pearl earrings in 18k white gold",swan-diamond-mother-of-pearl-earrings-in-18k-white-gold,,29044,publish,E28177GW18MW001,,,instock,,https://eji.com.hk/product/swan-diamond-mother-of-pearl-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings","Swan Lake",,,,"Mother of Pearl",0|1|0,,,,,,,,
"Swan diamond earrings in 18k white gold",swan-diamond-earrings-in-18k-white-gold,,29046,publish,E28179GW18DD001,,,instock,,https://eji.com.hk/product/swan-diamond-earrings-in-18k-white-gold/,,simple,,"Earrings > Diamond Earrings|Earrings","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Swan diamond mother of pearl necklace in 18k white gold",swan-diamond-mother-of-pearl-necklace-in-18k-white-gold,,29048,publish,P28177GW18MW001,,,instock,,https://eji.com.hk/product/swan-diamond-mother-of-pearl-necklace-in-18k-white-gold/,,simple,,"Private Collection > Necklaces & Pendants","Swan Lake",,,,"Diamond|Mother of Pearl",0|1|0,,,,,,,,
"Swan diamond necklace in 18k white gold",swan-diamond-necklace-in-18k-white-gold,,29050,publish,P28179GW18DD001,,,instock,,https://eji.com.hk/product/swan-diamond-necklace-in-18k-white-gold/,,simple,,"Necklaces & Pendants > Diamond Necklaces|Necklaces & Pendants","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Ruby diamond necklace in 18k white gold",ruby-diamond-necklace-in-18k-white-gold,,29054,publish,P28300KW18RB001,,,instock,,https://eji.com.hk/product/ruby-diamond-necklace-in-18k-white-gold/,,simple,,,ruby,,,,Diamond|Ruby,0|1|0,,,,,,,,
"Oval sapphire diamond necklace in 18k white gold",oval-sapphire-diamond-necklace-in-18k-white-gold,,29056,publish,P28299KW18SA001,,,instock,,https://eji.com.hk/product/oval-sapphire-diamond-necklace-in-18k-white-gold/,,simple,,,,,,,Diamond|Sapphire,0|1|0,,,,,,,,
"Pear-shaped sapphire diamond necklace in 18k white gold",pear-shaped-sapphire-diamond-necklace-in-18k-white-gold,,29058,publish,P28298KW18SA001,,,instock,,https://eji.com.hk/product/pear-shaped-sapphire-diamond-necklace-in-18k-white-gold/,,simple,,,,,,,Diamond|Sapphire,0|1|0,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-10,,29135,publish,Z35536,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-10/,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Curb chain diamond ring in 18k yellow gold",curb-chain-diamond-ring-in-18k-yellow-gold,,29679,publish,R28309KY18DD001,,,instock,,https://eji.com.hk/product/curb-chain-diamond-ring-in-18k-yellow-gold/,,simple,,"Private Collection > Links|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Curb chain diamond ring in 18k rose gold",curb-chain-diamond-ring-in-18k-rose-gold,,29681,publish,R28310KP18DD001,,,instock,,https://eji.com.hk/product/curb-chain-diamond-ring-in-18k-rose-gold/,,simple,,"Private Collection > Links|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"VF_Diamond earrings in 18k white gold",,,29692,draft,E28338GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=29692,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond necklace in 18k rose gold",,,29698,draft,N28311KP18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=29698,,simple,,"Necklaces & Pendants > Diamond Necklaces|Private Collection > Necklaces & Pendants",,,,,Diamond,0|1|0,,,,,,,,
"Mother of pearl diamond necklace in 18k rose gold",mother-of-pearl-diamond-necklace-in-18k-rose-gold,,29724,publish,P28302KP18MW001,,,instock,,https://eji.com.hk/product/mother-of-pearl-diamond-necklace-in-18k-rose-gold/,,simple,,,,,,,,,,,,,,,,
"Sapphire diamond earrings in 18k white gold",sapphire-diamond-earrings-in-18k-white-gold,,29726,publish,E28297KW18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Sapphire diamond necklace in 18k white gold",sapphire-diamond-necklace-in-18k-white-gold,,29728,publish,P28297KW18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-white-gold/,,simple,,,,,,,,,,,,,,,,
"Eternity Diamond Ring in 18K White Gold",eternity-diamond-ring-in-18k-white-gold-3,,29758,publish,R35003SVRCZ001,,,instock,,https://eji.com.hk/product/eternity-diamond-ring-in-18k-white-gold-3/,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Leaf diamond ring in 18k white gold",,,29769,draft,R28338GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=29769,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Pearl diamond ring in 18k white gold",,,29774,draft,R35136SVRPA001,,,instock,,https://eji.com.hk/?post_type=product&p=29774,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Criss Cross Diamond Ring in 18K White Gold",criss-cross-diamond-ring-in-18k-white-gold-2,,29775,publish,R35222,,,instock,,https://eji.com.hk/product/criss-cross-diamond-ring-in-18k-white-gold-2/,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss cross diamond ring in 18k white gold",,,29776,draft,R35223GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=29776,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss Cross Diamond Ring in 18K White Gold",,,29777,draft,R35225,,,instock,,https://eji.com.hk/?post_type=product&p=29777,,simple,,"Earrings > Diamond Earrings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss cross diamond ring in 18k white gold",criss-cross-diamond-ring-in-18k-white-gold,,29778,draft,R35226GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=29778,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Pink sapphire huggie earrings in 18k rose gold",pink-sapphire-huggie-earrings-in-18k-rose-gold,,29844,publish,E39937KP18SP001,,,instock,,https://eji.com.hk/product/pink-sapphire-huggie-earrings-in-18k-rose-gold/,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Diamond huggie earrings in 18k white gold",diamond-huggie-earrings-in-18k-white-gold-3,,29852,publish,E39936GW18DD001,,,instock,,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold-3/,,simple,,"Earrings > Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Sapphire huggie earrings in 18k white gold",sapphire-huggie-earrings-in-18k-white-gold,,29854,publish,E39937GW18SA001,,,instock,,https://eji.com.hk/product/sapphire-huggie-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Diamond huggie earrings in 18k rose gold",diamond-huggie-earrings-in-18k-rose-gold-3,,29855,publish,E39936KP18DD001,,,instock,,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-rose-gold-3/,,simple,,"Earrings > Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Firework Pink Sapphire Diamond Earrings",firework-pink-sapphire-diamond-earrings,,29917,publish,E27530KP18SP001,,,instock,,https://eji.com.hk/product/firework-pink-sapphire-diamond-earrings/,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,Diamond|Sapphire,0|0|0,"Rose Gold|White Gold|Yellow Gold",1|0|1,"14k 585|18k 750",2|0|1,Pear,3|0|0,Firework,4|0|0
"Black Agate diamond ring in 18k white gold",black-agate-diamond-ring-in-18k-white-gold,,29960,publish,R28137GW18AB001,,,instock,,https://eji.com.hk/product/black-agate-diamond-ring-in-18k-white-gold/,,simple,,,,,,,,,,,,,,,,
"Black Agate Diamond Ring in 18K White Gold",black-agate-diamond-ring-in-18k-white-gold-2,,29967,publish,R28138,,,instock,,https://eji.com.hk/product/black-agate-diamond-ring-in-18k-white-gold-2/,,simple,,Rings,,,,,,,,,,,,,,
"Black Agate diamond earrings in 18k white gold",black-agate-diamond-earrings-in-18k-white-gold,,29968,publish,E28137GW18AB001,,,instock,,https://eji.com.hk/product/black-agate-diamond-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Black Agate diamond drop earrings in 18k white gold",black-agate-diamond-drop-earrings-in-18k-white-gold,,29969,publish,E28138GW18AB001,,,instock,,https://eji.com.hk/product/black-agate-diamond-drop-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Pink Mother of pearl diamond stud earrings in 18k rose gold",pink-mother-of-pearl-diamond-stud-earrings-in-18k-white-gold,,29970,publish,E28136KP18MP001,,,instock,,https://eji.com.hk/product/pink-mother-of-pearl-diamond-stud-earrings-in-18k-white-gold/,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Pink Mother of Pearl Diamond Ring in 18K Rose Gold",pink-mother-of-pearl-diamond-ring-in-18k-rose-gold,,29971,publish,R28136,,,instock,,https://eji.com.hk/product/pink-mother-of-pearl-diamond-ring-in-18k-rose-gold/,,simple,,Rings,,,,,,,,,,,,,,
"Rainbow sapphire huggie earrings in 18k gold",rainbow-sapphire-huggie-earrings-in-18k-gold,,29986,publish,E39937KY18SR001,,,instock,,https://eji.com.hk/product/rainbow-sapphire-huggie-earrings-in-18k-gold/,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Sapphire diamond akoya pearl butterfly necklace in 18k rose gold",sapphire-diamond-akoya-pearl-butterfly-necklace-in-18k-rose-gold,,29993,publish,P28026KP18V01001,,,instock,,https://eji.com.hk/product/sapphire-diamond-akoya-pearl-butterfly-necklace-in-18k-rose-gold/,,simple,,,,,,,,,,,,,,,,
"Sapphire Diamond Akoya Pearl Butterfly Ring in 18K Rose gold",sapphire-diamond-akoya-pearl-butterfly-ring-in-18k-rose-gold,,29994,publish,R28026KP18V01001,,,instock,,https://eji.com.hk/product/sapphire-diamond-akoya-pearl-butterfly-ring-in-18k-rose-gold/,,simple,,,,,,,,,,,,,,,,
"Citrine diamond bee ring in 18k gold",citrine-diamond-bee-ring-in-18k-gold,,29995,publish,R27521KY18V01001,,,instock,,https://eji.com.hk/product/citrine-diamond-bee-ring-in-18k-gold/,,simple,,,,,,,,,,,,,,,,
"Bee diamond earrings in 18k gold",bee-diamond-earrings-in-18k-gold,,30000,publish,E27521KY18V01001,,,instock,,https://eji.com.hk/product/bee-diamond-earrings-in-18k-gold/,,simple,,"Earrings > Diamond Earrings",,,,,,,,,,,,,,
"Bee diamond drop earrings in 18k gold",citrine-diamond-bee-drop-earrings-in-18k-gold,,30001,publish,E27522KY18V01001,,,instock,,https://eji.com.hk/product/citrine-diamond-bee-drop-earrings-in-18k-gold/,,simple,,"Earrings > Diamond Earrings",,,,,,,,,,,,,,
"Citrine diamond bee necklace in 18k gold",citrine-diamond-bee-necklace-in-18k-gold,,30002,publish,P27521KY18V01001,,,instock,,https://eji.com.hk/product/citrine-diamond-bee-necklace-in-18k-gold/,,simple,,,,,,,,,,,,,,,,
"Diamond bracelet in 18k white gold",diamond-bracelet-in-18k-white-gold-6,,30018,publish,B33965GW18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-6/,,simple,,"Private Collection > Bracelets & Bangles|Classic High Jewellery > Bracelets & Bangles|Classic High Jewellery|Private Collection",,,,Optional,,,,,,,,,,
"Diamond bracelet in 18k yellow gold",,,30019,draft,B34688KY18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30019,,simple,,"Private Collection > Bracelets & Bangles",,,,,,,,,,,,,,
"Diamond bracelet in 18k white gold",,,30020,draft,B40271GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30020,,simple,,"Private Collection > Bracelets & Bangles",,,,,,,,,,,,,,
"Diamond Earrings in Two-tone 18K Gold",diamond-earrings-in-two-tone-18k-gold-6,,30036,publish,E28436GA18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-two-tone-18k-gold-6/,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-5,,30045,publish,E28462GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-5/,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-17,,30046,publish,E40264GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-17/,,simple,,"Private Collection > Classic|Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-21,,30047,publish,E40268GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-21/,,simple,,"Private Collection > Classic|Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k white gold",,,30078,draft,PA34743GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30078,,simple,,"Necklaces & Pendants > Diamond Necklaces|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Chain Diamond Ring in Two-tone 18K Gold",chain-diamond-ring-in-two-tone-18k-gold,,30090,publish,R28436GA18DD001,,,instock,,https://eji.com.hk/product/chain-diamond-ring-in-two-tone-18k-gold/,,simple,,"Rings > Diamond Rings|Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Ring in 18K Rose Gold",diamond-ring-in-18k-rose-gold-2,,30091,publish,R28437KP18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-rose-gold-2/,,simple,,"Rings > Diamond Rings|Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Bracelet in 18K White Gold",diamond-bracelet-in-18k-white-gold-4,,30134,publish,B28433GW18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-4/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K Rose Gold",diamond-bracelet-in-18k-rose-gold-2,,30135,publish,B28434KP18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-rose-gold-2/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K White Gold",diamond-bracelet-in-18k-white-gold-2,,30136,publish,B28435GW18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-2/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K Rose Gold",diamond-bracelet-in-18k-rose-gold,,30138,publish,B28437KP18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-rose-gold/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K Rose Gold",diamond-drop-earrings-in-18k-rose-gold-4,,30143,publish,E28437KP18DD001,,,instock,,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-4/,,simple,,"Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",,,30148,draft,E28463GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30148,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k rose gold",diamond-drop-earrings-in-18k-rose-gold-2,,30149,publish,E28464KP18DD001,,,instock,,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-2/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k rose gold",diamond-earrings-in-18k-rose-gold,,30150,publish,E28465GC18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-rose-gold/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-15,,30151,publish,E28466GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-15/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond heart earrings in 18k white gold",diamond-heart-earrings-in-18k-white-gold,,30152,publish,E28514GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-earrings-in-18k-white-gold/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Heart Drop Earrings in 18K White Gold",diamond-heart-drop-earrings-in-18k-white-gold,,30153,publish,E28515,,,instock,,https://eji.com.hk/product/diamond-heart-drop-earrings-in-18k-white-gold/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Heart Stud Earrings in 18K White Gold",diamond-heart-stud-earrings-in-18k-white-gold,,30154,publish,E28523GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-stud-earrings-in-18k-white-gold/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-14,,30155,draft,E28533GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30155,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-13,,30156,draft,E28534GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30156,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k gold",,,30157,draft,E28540KY18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30157,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k rose gold",diamond-drop-earrings-in-18k-rose-gold-3,,30158,publish,E28541KP18DD001,,,instock,,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-3/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond huggie drop earrings in 18k white gold",diamond-huggie-drop-earrings-in-18k-white-gold,,30159,publish,E28542GW18DD001,,,instock,,https://eji.com.hk/product/diamond-huggie-drop-earrings-in-18k-white-gold/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-16,,30160,publish,E28543GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-16/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k gold",diamond-drop-earrings-in-18k-gold,,30161,publish,E28544KY18DD001,,,instock,,https://eji.com.hk/product/diamond-drop-earrings-in-18k-gold/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond huggie drop earrings in 18k white gold",diamond-huggie-drop-earrings-in-18k-white-gold-2,,30162,publish,E28545GW18DD001,,,instock,,https://eji.com.hk/product/diamond-huggie-drop-earrings-in-18k-white-gold-2/,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-13,,30168,publish,N28433GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-13/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold-2,,30169,publish,N28434KP18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-2/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in Two-tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-3,,30170,publish,N28436GA18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-3/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold,,30171,publish,N28437KP18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",,,30172,draft,N28463GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30172,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in two tone 18k gold",diamond-necklace-in-two-tone-18k-gold-11,,30182,publish,P28465GC18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-11/,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-21,,30183,publish,P28466GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-21/,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k rose gold",diamond-necklace-in-18k-rose-gold-4,,30184,publish,P28467KY18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-4/,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-22,,30185,publish,P28468GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-22/,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k rose gold",,,30186,draft,P28469KP18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30186,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond heart necklace in 18k white gold",diamond-heart-necklace-in-18k-white-gold,,30187,publish,P28514GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-necklace-in-18k-white-gold/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond heart necklace in 18k white gold",diamond-heart-necklace-in-18k-white-gold-3,,30188,publish,P28515GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-necklace-in-18k-white-gold-3/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond heart necklace in two tone 18k gold",diamond-heart-necklace-in-two-tone-18k-gold,,30189,publish,P28516GC18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-necklace-in-two-tone-18k-gold/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond heart necklace in 18k white gold",diamond-heart-necklace-in-18k-white-gold-2,,30190,publish,P28523GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-necklace-in-18k-white-gold-2/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-20,,30191,publish,P28533GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-20/,,simple,,"Classic High Jewellery|Private Collection > Necklaces & Pendants|Classic High Jewellery > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Chain Diamond Ring in 18K Rose Gold",chain-diamond-ring-in-18k-rose-gold,,30193,publish,R28434KP18DD001,,,instock,,https://eji.com.hk/product/chain-diamond-ring-in-18k-rose-gold/,,simple,,"Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Chain Diamond Ring in 18K White Gold",chain-diamond-ring-in-18k-white-gold,,30194,publish,R28435GW18DD001,,,instock,,https://eji.com.hk/product/chain-diamond-ring-in-18k-white-gold/,,simple,,"Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in two tone 18k gold",diamond-ring-in-two-tone-18k-gold-4,,30195,publish,R28465GC18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-4/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in 18k rose gold",diamond-ring-in-18k-rose-gold-3,,30196,publish,R28467KP18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-rose-gold-3/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-21,,30197,publish,R28468GW18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-21/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
