post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,wpml:language_code,wpml:original_product_id,wpml:original_product_sku,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold-2,,28608,,,publish,,595,"2022-06-01 17:39:22",1,closed,R35514KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28632,28632,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35514KW14DD001_221028.jpg ! alt :  ! title : R35514KW14DD001_221028 ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold-2/,0,,en,28608,R35514KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold,,28610,,,publish,,610,"2022-06-01 17:39:23",1,closed,R35516KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28634,28634,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35516KW14DD001_a.jpg ! alt :  ! title : R35516KW14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold/,0,,en,28610,R35516KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Halo Diamond Ring in 14K White Gold",halo-diamond-ring-in-14k-white-gold-3,,28613,,,publish,,763,"2022-06-01 17:39:25",1,closed,R35519KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35519KW14DD001.jpg ! alt :  ! title : R35519KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/halo-diamond-ring-in-14k-white-gold-3/,0,,en,28613,R35519KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Cushion Halo Diamond Ring in 14K White Gold",cushion-halo-diamond-ring-in-14k-white-gold,,28614,,,publish,,758,"2022-06-01 17:39:25",1,closed,R35520KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35520KW14DD001.jpg ! alt :  ! title : R35520KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/cushion-halo-diamond-ring-in-14k-white-gold/,0,,en,28614,R35520KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Halo Diamond Ring in 14K White Gold",halo-diamond-ring-in-14k-white-gold-4,,28616,,,publish,,761,"2022-06-01 17:39:26",1,closed,R35522KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35522KW14DD001.jpg ! alt :  ! title : R35522KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/halo-diamond-ring-in-14k-white-gold-4/,0,,en,28616,R35522KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Halo Diamond Ring in 14K White Gold",halo-diamond-ring-in-14k-white-gold,,28617,,,publish,,768,"2022-06-01 17:39:26",1,closed,R35523KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35523KW14DD001.jpg ! alt :  ! title : R35523KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/halo-diamond-ring-in-14k-white-gold/,0,,en,28617,R35523KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Star Halo Diamond Ring in 14K White Gold",star-halo-diamond-ring-in-14k-white-gold,,28618,,,publish,,767,"2022-06-01 17:39:26",1,closed,R35524KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35524KW14DD001.jpg ! alt :  ! title : R35524KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/star-halo-diamond-ring-in-14k-white-gold/,0,,en,28618,R35524KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Twist Band Halo Diamond Ring in Two-tone 14K Gold",twist-halo-diamond-ring-in-two-tone-14k-gold,,28619,,,publish,,800,"2022-06-01 17:39:27",1,closed,R35526KC14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35526KC14DD001_new.jpg ! alt :  ! title : R35526KC14DD001_new ! desc :  ! caption : ",,https://eji.com.hk/product/twist-halo-diamond-ring-in-two-tone-14k-gold/,0,,en,28619,R35526KC14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Solitaire Diamond Ring in Two-tone 14K Gold",half-eternity-solitaire-diamond-ring-in-two-tone-14k-gold,,28621,,,publish,,392,"2022-06-01 17:39:28",1,closed,R35529KA14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28732,28732,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35529KA14DD001_221028_a.jpg ! alt :  ! title : R35529KA14DD001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-diamond-ring-in-two-tone-14k-gold/,0,,en,28621,R35529KA14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-7,,28628,,,publish,,474,"2022-06-01 17:39:30",1,closed,R35536,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,29135,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35536SVRCZ001A_221030_a.jpg ! alt :  ! title : R35536SVRCZ001A_221030_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-7/,0,,en,28628,R35536,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,CZ,0|1|0,Silver,1|1|0,,2|1|0,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold,,28629,,,publish,,477,"2022-06-01 17:39:31",1,closed,R35537,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28638,28638,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35537SVRCZ001_221028a.jpg ! alt :  ! title : R35537SVRCZ001_221028a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold/,0,,en,28629,R35537,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,CZ,0|1|0,Silver,1|1|0,,2|1|0,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold-2,,28632,,,publish,,596,"2022-06-01 17:39:33",1,closed,Z35514KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35514KW14DD001_a.jpg ! alt :  ! title : Z35514KW14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold-2/,0,,en,28632,Z35514KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-in-14k-white-gold,,28633,,,publish,,594,"2022-06-01 17:39:33",1,closed,Z35515KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28609,28609,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35515KW14DD001_221028.jpg ! alt :  ! title : Z35515KW14DD001_221028 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-14k-white-gold/,0,,en,28633,Z35515KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold,,28634,,,publish,,757,"2022-06-01 17:39:33",1,closed,Z35516KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35516KW14DD002_a.jpg ! alt :  ! title : Z35516KW14DD002_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold/,0,,en,28634,Z35516KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold-3,,28635,,,publish,,598,"2022-06-01 17:39:33",1,closed,Z35517KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28611,28611,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35517KW14DD001_221028_a.jpg ! alt :  ! title : Z35517KW14DD001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold-3/,0,,en,28635,Z35517KW14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Twist Band Diamond Ring in 18k White Gold",twist-band-diamond-ring-in-18k-white-gold,,28636,,,publish,,805,"2022-06-01 17:39:33",1,closed,Z35534,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28626,28626,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35534SVRCZ001.jpg ! alt :  ! title : Z35534SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/twist-band-diamond-ring-in-18k-white-gold/,0,,en,28636,Z35534,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,CZ,0|1|0,Silver,1|1|0,,2|1|0,Round,3|1|0,,
"Diamond Band Ring in 18k White Gold",diamond-band-ring-in-18k-white-gold-2,,28637,,,publish,,473,"2022-06-01 17:39:34",1,closed,Z35535,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28627,28627,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35535SVRCZ001.jpg ! alt :  ! title : Z35535SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-band-ring-in-18k-white-gold-2/,0,,en,28637,Z35535,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Band Ring in 18k White Gold",diamond-band-ring-in-18k-white-gold,,28638,,,publish,,756,"2022-06-01 17:39:34",1,closed,Z35537,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28629,28629,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35537SVRCZ001.jpg ! alt :  ! title : Z35537SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-band-ring-in-18k-white-gold/,0,,en,28638,Z35537,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Ring Band in Two-tone 14K Gold",eternity-stud-diamond-ring-in-two-tone18k-gold,,28732,,,publish,,393,"2022-06-10 17:08:27",1,closed,Z35529KA14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28621,28621,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35529KA14DD001_a.jpg ! alt :  ! title : Z35529KA14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-stud-diamond-ring-in-two-tone18k-gold/,0,,en,28732,Z35529KA14DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Enamel diamond earrings in 14k rose gold",,,28748,,,draft,,709,"2022-06-10 17:08:32",1,closed,E35543KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35543KP14V01001A_221043.jpg ! alt :  ! title : E35543KP14V01001A_221043 ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28748,0,,en,28748,E35543KP14V01001,,simple,,"Private Collection > Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Tennis Bracelet in 14k White Gold",diamond-tennis-bracelet-in-14k-white-gold,,28773,,,publish,,515,"2022-06-15 12:18:06",1,closed,B25938KW14DD044,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B25938KW14DD044_a_SD.jpg ! alt :  ! title : B25938KW14DD044_a_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-tennis-bracelet-in-14k-white-gold/,0,,en,28773,B25938KW14DD044,,simple,,"Private Collection > Bracelets & Bangles|Bracelets & Bangles > Tennis Bracelets",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Tennis Bracelet in 14k White Gold",diamond-tennis-bracelet-in-14k-white-gold-2,,28774,,,draft,,516,"2022-06-15 12:18:07",1,closed,B25939KW14DD053,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28774,0,,en,28774,B25939KW14DD053,,simple,,"Bracelets & Bangles",,,,,Diamond,0|1|0,,,,,,,,
"Curb Chain Diamond Bracelet in 18k rose gold",curb-chain-diamond-bracelet-in-18k-rose-gold,,28775,,,publish,,482,"2022-06-15 12:18:07",1,closed,B28311KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B28311KP18DD001B_SD.jpg ! alt :  ! title : B28311KP18DD001B_SD ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-bracelet-in-18k-rose-gold/,0,,en,28775,B28311KP18DD001,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Bracelet in 18k Yellow Gold",diamond-bracelet-in-18k-yellow-gold,,28776,,,publish,,483,"2022-06-15 12:18:08",1,closed,B34694KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B34694KY18DD001a_SD.jpg ! alt :  ! title : B34694KY18DD001a_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-yellow-gold/,0,,en,28776,B34694KY18DD001,,simple,,"Private Collection > Links|Private Collection|Bracelets & Bangles",,,,Optional,Diamond,0|1|0,,,,,,,,
"Curb Chain diamond earrings in 18k yellow gold",curb-chain-diamond-earrings-in-18k-yellow-gold,,28778,,,publish,,439,"2022-06-15 12:18:08",1,closed,E28309KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28309KY18DD001A_SD_a.jpg ! alt :  ! title : E28309KY18DD001A_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-earrings-in-18k-yellow-gold/,0,,en,28778,E28309KY18DD001,,simple,,"Private Collection > Earrings|Private Collection > Links|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Hoop Huggie Earrings in 18k white gold",eternity-cz-huggie-earrings-in-silver,,28780,,,publish,,547,"2022-06-15 12:18:09",1,closed,E34283,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34283SVRCZ001.jpg ! alt :  ! title : E34283SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-cz-huggie-earrings-in-silver/,0,,en,28780,E34283,,simple,,"Private Collection > Earrings|Earrings > Hoop Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Huggie Earrings in 18k White Gold",diamond-huggie-earrings-in-18k-white-gold-2,,28781,,,publish,,489,"2022-06-15 12:18:09",1,closed,E34714,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34714SVRCZ001.jpg ! alt :  ! title : E34714SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold-2/,0,,en,28781,E34714,,simple,,"Private Collection > Earrings|Earrings > Hoop Earrings|Private Collection|Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Huggie Earrings in 18k White Gold",diamond-huggie-earrings-in-18k-white-gold,,28782,,,publish,,490,"2022-06-15 12:18:09",1,closed,E34715,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34715SVRCZ001.jpg ! alt :  ! title : E34715SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold/,0,,en,28782,E34715,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings|Earrings > Hoop Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Stud Earrings in 18k White Gold",diamond-stud-earrings-in-18k-white-gold-2,,28783,,,publish,,513,"2022-06-15 12:18:11",1,closed,E34949,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34949GW18DD001_SD.jpg ! alt :  ! title : E34949GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-stud-earrings-in-18k-white-gold-2/,0,,en,28783,E34949,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"large shadow necklace",,,28785,,,draft,,631,"2022-06-15 12:18:12",1,closed,N28137GW18AB001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28785,0,,en,28785,N28137GW18AB001,,simple,,"Private Collection > Necklaces & Pendants|Necklaces & Pendants",,,,,Diamond,0|1|0,,,,,,,,
"large swan necklace",,,28786,,,draft,,632,"2022-06-15 12:18:12",1,closed,N28175GW18PA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28786,0,,en,28786,N28175GW18PA001,,simple,,"Private Collection > Necklaces & Pendants|Necklaces & Pendants",,,,,Diamond,0|1|0,,,,,,,,
"Curb Chain Diamond necklace in 18k yellow gold",curb-chain-diamond-necklace-in-18k-yellow-gold,,28787,,,publish,,463,"2022-06-15 12:18:13",1,closed,N28309KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N28309KY18DD001A_export.jpg ! alt :  ! title : N28309KY18DD001A_export ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-necklace-in-18k-yellow-gold/,0,,en,28787,N28309KY18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Bar Necklace in 18k White Gold",diamond-bar-necklace-in-18k-white-gold,,28788,,,publish,,479,"2022-06-15 12:18:13",1,closed,N34689GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34689GW18DD001_SD.jpg ! alt :  ! title : N34689GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-white-gold/,0,,en,28788,N34689GW18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Bar Necklace in 18k Rose Gold",diamond-bar-necklace-in-18k-rose-gold,,28789,,,publish,,478,"2022-06-15 12:18:13",1,closed,N34690KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34690KP18DD001_SD.jpg ! alt :  ! title : N34690KP18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-rose-gold/,0,,en,28789,N34690KP18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Bar Necklace in 18k Yellow Gold",diamond-bar-necklace-in-18k-yellow-gold,,28790,,,publish,,481,"2022-06-15 12:18:14",1,closed,N34691KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34691KY18DD001_SD-1.jpg ! alt :  ! title : N34691KY18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-yellow-gold/,0,,en,28790,N34691KY18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Princess Cut Diamond necklace in 18k white gold",princess-cut-diamond-necklace-in-18k-white-gold,,28795,,,publish,,717,"2022-06-15 12:18:16",1,closed,P34948GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34948GW18DD001-SD_a.jpg ! alt :  ! title : P34948GW18DD001-SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/princess-cut-diamond-necklace-in-18k-white-gold/,0,,en,28795,P34948GW18DD001,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-7,,28796,,,publish,,497,"2022-06-15 12:18:16",1,closed,P34950,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34950SVRCZ001_SD_a.jpg ! alt :  ! title : P34950SVRCZ001_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-7/,0,,en,28796,P34950,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Diamond Bar Necklace in 18k White Gold",diamond-bar-necklace-in-18k-white-gold-2,,28797,,,publish,,480,"2022-06-15 12:18:17",1,closed,P34953,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34953SVRCZ001_SD_a.jpg ! alt :  ! title : P34953SVRCZ001_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-white-gold-2/,0,,en,28797,P34953,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,CZ,0|1|0,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-6,,28798,,,publish,,498,"2022-06-15 12:18:17",1,closed,P34955,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34955SVRCZ001A_SD_a.jpg ! alt :  ! title : P34955SVRCZ001A_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-6/,0,,en,28798,P34955,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,Diamond,0|1|0,,,,,,,,
"Half Eternity Princess Cut Diamond ring in 18k white gold",half-eternity-princess-cut-diamond-ring-in-18k-white-gold,,28803,,,publish,,602,"2022-06-15 12:18:19",1,closed,R34947GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34947GW18DD001.jpg ! alt :  ! title : R34947GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-princess-cut-diamond-ring-in-18k-white-gold/,0,,en,28803,R34947GW18DD001,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-6,,28805,,,publish,,506,"2022-06-15 12:18:21",1,closed,R34952,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34952SVRCZ001.jpg ! alt :  ! title : R34952SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-6/,0,,en,28805,R34952,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Half Eternity Emerald Cut Diamond Ring in 18k White Gold",half-eternity-emerald-cut-diamond-ring-in-18k-white-gold,,28809,,,publish,,600,"2022-06-15 12:18:22",1,closed,R35003,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35003SVRCZ001_SD-scaled.jpg ! alt :  ! title : R35003SVRCZ001_SD ! desc :  ! caption : Picture taken with Alo Photo Scan - www.alophotoscan.com",,https://eji.com.hk/product/half-eternity-emerald-cut-diamond-ring-in-18k-white-gold/,0,,en,28809,R35003,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Half Eternity Solitaire Pear Diamond Ring in 18k White Gold",half-eternity-solitaire-pear-diamond-ring-in-18k-white-gold,,28812,,,publish,,606,"2022-06-15 12:18:22",1,closed,RA35001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35001SVRCZ001.jpg ! alt :  ! title : RA35001SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-pear-diamond-ring-in-18k-white-gold/,0,,en,28812,RA35001,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,CZ,0|1|0,,,,,Pear,1|1|0,,
